player_id,player_clean,player_name,season,team_abbr,position,age,gp,mp_total,per,ts_pct,fg3a_rate,ft_rate,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
bridgmi01,mikal bridges,Mikal Bridges,2023,2TM,SG,26,83,2963,16.8,0.587,0.349,0.279,2.9,10.8,6.8,13.7,1.5,1.8,8.2,22.6,4.4,3.1,7.5,0.121,1.5,0.2,1.7,2.8
edwaran01,anthony edwards,Anthony Edwards,2023,MIN,SG,21,79,2842,17.4,0.564,0.375,0.274,1.9,15.9,9.0,19.3,2.1,1.8,13.0,29.9,0.2,3.6,3.8,0.064,1.0,0.0,1.0,2.1
lavinza01,zach lavine,Zach LaVine,2023,CHI,SG,27,77,2768,19.0,0.607,0.392,0.308,1.7,12.2,7.1,18.7,1.2,0.6,11.0,28.3,4.2,2.9,7.1,0.123,2.7,-0.7,1.9,2.7
vucevni01,nikola vucevic,Nikola Vučević,2023,CHI,C,32,82,2746,19.1,0.594,0.302,0.138,6.7,30.2,18.6,14.6,1.1,2.0,10.2,21.9,3.9,4.4,8.3,0.145,1.9,0.7,2.7,3.2
randlju01,julius randle,Julius Randle,2023,NYK,PF,28,77,2737,20.3,0.581,0.444,0.371,5.6,25.2,15.4,18.5,0.9,0.7,11.5,29.5,5.0,3.1,8.1,0.142,3.9,-0.2,3.7,3.9
sabondo01,domantas sabonis,Domantas Sabonis,2023,SAC,C,26,79,2736,23.5,0.668,0.088,0.467,10.6,30.0,20.3,30.4,1.1,1.2,16.9,21.3,9.6,3.0,12.6,0.221,4.1,1.8,5.8,5.4
tatumja01,jayson tatum,Jayson Tatum,2023,BOS,SF,24,74,2732,23.7,0.607,0.44,0.399,3.2,22.5,13.0,20.9,1.4,1.6,10.4,32.7,6.2,4.3,10.5,0.185,4.8,0.7,5.5,5.1
dinwisp01,spencer dinwiddie,Spencer Dinwiddie,2023,2TM,SG,29,79,2725,16.0,0.573,0.467,0.314,1.2,10.2,5.7,28.1,1.2,0.8,10.8,22.1,4.5,1.8,6.3,0.111,1.6,-0.9,0.7,1.8
mobleev01,evan mobley,Evan Mobley,2023,CLE,PF,21,79,2715,17.9,0.591,0.108,0.321,8.1,22.7,15.4,12.4,1.1,4.0,11.9,20.2,3.7,4.8,8.5,0.151,0.0,1.6,1.7,2.5
murrade01,dejounte murray,Dejounte Murray,2023,ATL,SG,26,74,2693,17.0,0.54,0.293,0.144,2.1,13.8,7.9,24.0,2.0,0.6,10.2,24.4,2.4,2.3,4.7,0.084,1.1,0.0,1.0,2.1
derozde01,demar derozan,DeMar DeRozan,2023,CHI,SF,33,74,2682,20.6,0.592,0.109,0.401,1.5,12.8,7.2,22.3,1.5,1.3,9.1,27.8,5.4,3.2,8.5,0.153,1.7,0.3,2.0,2.6
barnesc01,scottie barnes,Scottie Barnes,2023,TOR,SF,21,77,2678,15.5,0.524,0.22,0.242,7.1,15.2,10.8,20.0,1.5,2.2,12.0,20.3,2.3,2.7,5.0,0.09,0.5,-0.1,0.4,1.6
barneha02,harrison barnes,Harrison Barnes,2023,SAC,PF,30,82,2662,14.1,0.632,0.446,0.522,3.8,11.9,7.9,6.3,1.0,0.3,8.1,17.1,5.1,1.4,6.5,0.118,0.5,-1.5,-1.0,0.7
siakapa01,pascal siakam,Pascal Siakam,2023,TOR,PF,28,71,2652,20.3,0.565,0.219,0.361,5.2,19.6,11.9,24.9,1.2,1.3,10.0,27.2,5.2,2.6,7.8,0.141,3.3,-0.1,3.1,3.4
mccolcj01,cj mccollum,CJ McCollum,2023,NOP,PG,31,75,2649,15.6,0.541,0.404,0.177,2.4,11.7,7.0,25.1,1.3,1.4,11.2,26.4,1.5,2.8,4.3,0.078,1.5,-0.7,0.8,1.9
wagnefr01,franz wagner,Franz Wagner,2023,ORL,SF,21,80,2609,15.9,0.589,0.322,0.288,3.0,11.2,7.1,17.2,1.4,0.6,11.7,23.5,3.1,2.3,5.4,0.099,0.4,-0.5,-0.1,1.3
greenja05,jalen green,Jalen Green,2023,HOU,SG,20,76,2602,14.5,0.538,0.408,0.341,1.8,10.3,6.0,17.3,1.1,0.7,11.3,28.1,1.4,0.5,1.8,0.034,0.5,-2.6,-2.1,0.0
adebaba01,bam adebayo,Bam Adebayo,2023,MIA,C,25,75,2598,20.1,0.592,0.011,0.361,8.0,23.6,15.5,15.9,1.7,2.4,12.7,25.2,3.6,3.8,7.4,0.137,0.8,0.8,1.5,2.3
youngtr01,trae young,Trae Young,2023,ATL,PG,24,73,2541,22.0,0.573,0.331,0.46,2.4,7.0,4.7,42.5,1.5,0.3,15.2,32.6,5.3,1.4,6.7,0.126,5.3,-2.0,3.3,3.4
vanvlfr01,fred vanvleet,Fred VanVleet,2023,TOR,PG,28,69,2535,17.0,0.54,0.545,0.254,1.2,12.0,6.3,28.1,2.4,1.5,10.2,23.2,3.7,2.8,6.5,0.123,2.0,0.5,2.5,2.9
hieldbu01,buddy hield,Buddy Hield,2023,IND,SF,30,80,2482,15.4,0.614,0.652,0.124,3.0,14.9,8.9,13.3,1.8,0.9,11.3,20.8,2.7,1.6,4.4,0.085,2.5,-0.6,1.9,2.4
barrerj01,rj barrett,RJ Barrett,2023,NYK,SG,22,73,2475,12.9,0.531,0.332,0.333,2.7,13.7,8.2,12.4,0.6,0.6,10.8,26.2,0.5,1.8,2.2,0.043,-1.2,-1.9,-3.1,-0.7
poolejo01,jordan poole,Jordan Poole,2023,GSW,PG,23,82,2458,14.6,0.573,0.498,0.325,1.5,8.5,5.0,22.5,1.2,0.8,14.7,29.2,1.4,1.9,3.2,0.063,-0.1,-1.8,-1.9,0.1
hartjo01,josh hart,Josh Hart,2023,2TM,SF,27,76,2454,14.1,0.622,0.315,0.338,6.5,21.0,13.7,16.1,1.8,0.8,16.4,12.6,3.8,2.2,6.0,0.118,-0.2,1.1,0.9,1.8
smithja05,jabari smith,Jabari Smith Jr.,2023,HOU,PF,19,79,2451,11.2,0.514,0.438,0.231,5.4,20.3,12.7,5.9,0.9,3.0,9.6,18.4,0.5,1.4,1.9,0.037,-2.3,-1.3,-3.7,-1.1
murphtr02,trey murphy,Trey Murphy III,2023,NOP,SF,22,79,2448,15.2,0.65,0.621,0.238,2.7,10.3,6.5,6.4,1.8,1.7,6.5,16.6,4.8,2.8,7.6,0.15,1.4,0.4,1.8,2.3
garlada01,darius garland,Darius Garland,2023,CLE,PG,23,69,2447,18.8,0.587,0.365,0.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,4.5,3.0,7.6,0.148,3.2,-0.7,2.4,2.7
harrito02,tobias harris,Tobias Harris,2023,PHI,SF,30,74,2436,14.8,0.602,0.383,0.153,3.3,17.0,10.3,11.4,1.4,1.5,9.0,18.2,3.1,2.8,5.9,0.116,0.6,0.1,0.7,1.7
foxde01,deaaron fox,De'Aaron Fox,2023,SAC,PG,25,73,2435,21.8,0.599,0.276,0.331,1.9,12.4,7.2,29.6,1.6,0.8,10.6,30.1,5.5,1.8,7.4,0.146,3.4,-0.9,2.5,2.7
mitchdo01,donovan mitchell,Donovan Mitchell,2023,CLE,SG,26,68,2432,22.9,0.614,0.453,0.262,3.1,10.9,7.0,21.4,2.0,1.0,10.3,32.1,5.4,3.5,8.9,0.176,5.6,0.6,6.3,5.0
banchpa01,paolo banchero,Paolo Banchero,2023,ORL,PF,20,72,2430,14.9,0.529,0.254,0.476,3.9,19.3,11.6,17.2,1.2,1.5,12.8,27.5,-0.3,2.6,2.4,0.047,-0.7,-0.7,-1.5,0.3
mcdanja02,jaden mcdaniels,Jaden McDaniels,2023,MIN,SF,22,79,2416,12.0,0.611,0.376,0.201,4.3,9.8,7.1,8.4,1.5,2.7,12.6,15.8,2.0,2.4,4.4,0.087,-1.7,0.5,-1.2,0.5
gilgesh01,shai gilgeous alexander,Shai Gilgeous-Alexander,2023,OKC,PG,24,68,2416,27.2,0.626,0.122,0.535,2.6,12.2,7.3,25.7,2.2,2.5,10.1,32.8,8.4,3.0,11.4,0.226,5.7,1.5,7.3,5.6
onealro01,royce oneale,Royce O'Neale,2023,BRK,SF,29,76,2409,9.2,0.538,0.707,0.116,2.6,15.0,9.0,15.3,1.3,1.7,15.5,13.6,0.4,2.5,2.9,0.057,-1.7,0.6,-1.1,0.5
brownja02,jaylen brown,Jaylen Brown,2023,BOS,SF,26,67,2405,19.1,0.581,0.352,0.249,3.6,17.0,10.4,16.5,1.5,0.9,11.4,31.4,1.6,3.4,5.0,0.1,1.5,-0.2,1.3,2.0
doncilu01,luka doncic,Luka Dončić,2023,DAL,PG,23,66,2391,28.7,0.609,0.373,0.479,2.6,25.4,13.8,42.3,1.9,1.2,11.9,37.6,7.3,2.9,10.2,0.204,7.6,1.4,8.9,6.6
anunoog01,og anunoby,OG Anunoby,2023,TOR,SF,25,67,2386,14.6,0.586,0.415,0.189,4.2,12.1,7.9,8.0,2.7,2.0,12.1,19.5,1.8,2.9,4.7,0.094,-0.3,0.7,0.4,1.5
murrake02,keegan murray,Keegan Murray,2023,SAC,SF,22,80,2382,12.3,0.597,0.641,0.104,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,2.6,1.7,4.3,0.087,0.4,-1.0,-0.6,0.8
